x,y,sound_file,class_label
-5.28E+01,-4.52E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA116_8.wav,biophony
-4.02E+01,-2.51E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA116_9.wav,biophony
-4.75E+01,-3.62E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_1.wav,biophony
-5.50E+01,-4.07E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_10.wav,biophony
-5.28E+01,-4.09E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_11.wav,biophony
-3.85E+01,-2.90E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_12.wav,biophony
-5.26E+01,-4.14E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_13.wav,biophony
-3.85E+01,-2.84E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_14.wav,biophony
-4.66E+01,-3.63E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_2.wav,biophony
-4.99E+01,-4.16E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_3.wav,biophony
-5.36E+01,-4.39E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_4.wav,biophony
-4.19E+01,-2.56E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_5.wav,biophony
-4.88E+01,-3.19E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_6.wav,biophony
-5.53E+01,-4.14E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_7.wav,biophony
-4.14E+01,-2.49E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_8.wav,biophony
-3.63E+01,-2.44E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA117_9.wav,biophony
-3.88E+01,-2.75E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_1.wav,biophony
-3.88E+01,-2.77E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_10.wav,biophony
-4.56E+01,-4.60E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_11.wav,biophony
-1.41E+01,-2.63E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_12.wav,biophony
-1.48E+01,-2.68E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_13.wav,biophony
-4.86E+01,-3.65E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_14.wav,biophony
-5.20E+01,-4.43E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_2.wav,biophony
-5.14E+01,-4.36E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_3.wav,biophony
-5.37E+01,-3.46E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_4.wav,biophony
-5.29E+01,-3.49E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_5.wav,biophony
-4.99E+01,-3.43E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_6.wav,biophony
-5.42E+01,-3.49E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_7.wav,biophony
-5.11E+01,-3.61E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_8.wav,biophony
-5.26E+01,-3.95E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA118_9.wav,biophony
-4.43E+01,-3.74E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_1.wav,biophony
-5.05E+01,-3.65E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_10.wav,biophony
-4.19E+01,-3.11E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_11.wav,biophony
-5.14E+01,-4.51E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_12.wav,biophony
-4.39E+01,-3.43E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_13.wav,biophony
-5.00E+01,-3.39E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_2.wav,biophony
-4.96E+01,-3.39E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_3.wav,biophony
-5.10E+01,-3.43E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_4.wav,biophony
-5.32E+01,-3.93E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_5.wav,biophony
-5.34E+01,-3.44E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_6.wav,biophony
-5.04E+01,-4.22E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_7.wav,biophony
-4.20E+01,-3.09E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_8.wav,biophony
-4.53E+01,-3.18E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA119_9.wav,biophony
-2.36E+01,1.33E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_1.wav,biophony
-1.49E+01,1.10E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_10.wav,biophony
-1.84E+01,2.82E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_11.wav,biophony
-2.27E+01,1.40E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_12.wav,biophony
-2.37E+01,5.98E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_13.wav,biophony
-2.26E+01,1.25E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_14.wav,biophony
-2.39E+01,1.72E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_2.wav,biophony
-2.41E+01,1.84E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_3.wav,biophony
-1.16E+01,-5.20E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_4.wav,biophony
-1.57E+01,1.25E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_5.wav,biophony
-1.96E+01,1.29E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_6.wav,biophony
-1.69E+01,1.18E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_7.wav,biophony
-2.25E+01,2.46E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_8.wav,biophony
-1.49E+01,1.09E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA11_9.wav,biophony
-8.12E+00,-8.58E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_1.wav,biophony
-1.59E+01,1.15E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_10.wav,biophony
-2.10E+01,6.91E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_11.wav,biophony
-1.71E+01,1.43E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_12.wav,biophony
-1.18E+01,1.90E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_13.wav,biophony
-6.40E+00,-6.79E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_14.wav,biophony
-1.83E+01,4.65E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_2.wav,biophony
-8.18E+00,-8.14E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_3.wav,biophony
-1.97E+01,2.67E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_4.wav,biophony
-1.65E+01,5.77E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_5.wav,biophony
-2.36E+01,1.55E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_6.wav,biophony
-2.01E+01,1.32E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_7.wav,biophony
-2.63E+01,-1.43E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_8.wav,biophony
-2.67E+01,-9.62E-02,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA12_9.wav,biophony
-6.35E+00,-7.60E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_1.wav,biophony
-1.93E+01,1.37E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_10.wav,biophony
-2.16E+01,1.32E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_11.wav,biophony
-1.81E+01,1.74E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_12.wav,biophony
-1.15E+01,2.35E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_13.wav,biophony
-1.93E+01,1.67E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_14.wav,biophony
-2.47E+01,-3.43E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_2.wav,biophony
-1.13E+01,-2.88E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_3.wav,biophony
-1.49E+01,-7.00E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_4.wav,biophony
-1.93E+01,2.67E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_5.wav,biophony
-1.18E+01,5.41E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_6.wav,biophony
-1.13E+01,4.62E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_7.wav,biophony
-1.11E+01,2.96E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_8.wav,biophony
-1.62E+01,6.23E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA13_9.wav,biophony
-2.44E+01,8.00E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_1.wav,biophony
-7.52E+00,-7.31E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_10.wav,biophony
-2.30E+01,7.36E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_11.wav,biophony
-3.72E+00,-1.44E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_12.wav,biophony
-1.50E+01,1.29E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_13.wav,biophony
-2.64E+00,-6.83E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_14.wav,biophony
-1.01E+01,-1.36E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_2.wav,biophony
-9.70E+00,6.25E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_3.wav,biophony
-1.19E+01,-6.22E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_4.wav,biophony
-8.97E+00,-7.05E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_5.wav,biophony
-9.55E+00,-8.50E-02,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_6.wav,biophony
-1.40E+01,-8.36E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_7.wav,biophony
-1.24E+01,-7.46E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_8.wav,biophony
-9.22E+00,-2.31E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA14_9.wav,biophony
2.30E+00,-1.35E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_1.wav,biophony
-9.01E+00,-1.87E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_10.wav,biophony
-1.03E+01,-1.55E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_11.wav,biophony
-1.30E+01,-7.06E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_12.wav,biophony
-1.29E+01,1.44E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_13.wav,biophony
-1.99E+01,1.56E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_14.wav,biophony
-4.47E+00,-2.63E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_2.wav,biophony
-3.48E+00,-1.31E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_3.wav,biophony
-2.26E+01,7.04E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_4.wav,biophony
-4.15E+00,-1.83E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_5.wav,biophony
-2.30E+01,9.62E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_6.wav,biophony
-9.68E+00,-1.68E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_7.wav,biophony
-4.22E+00,-3.34E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_8.wav,biophony
-1.07E+01,-1.50E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA15_9.wav,biophony
-1.27E+01,-1.94E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_1.wav,biophony
-4.93E+00,-8.71E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_10.wav,biophony
-1.44E+01,-7.88E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_11.wav,biophony
-1.96E+01,1.50E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_12.wav,biophony
-2.33E+01,8.61E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_13.wav,biophony
-1.65E+01,9.50E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_14.wav,biophony
-2.12E+01,1.46E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_2.wav,biophony
2.54E+00,-1.32E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_3.wav,biophony
-2.08E+01,1.51E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_4.wav,biophony
-1.85E+01,9.69E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_5.wav,biophony
-1.74E+01,1.05E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_6.wav,biophony
-1.95E+01,1.04E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_7.wav,biophony
-4.86E-02,-1.43E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_8.wav,biophony
-1.11E+01,-2.21E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA16_9.wav,biophony
-1.70E+01,1.64E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_1.wav,biophony
-1.86E+01,1.13E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_10.wav,biophony
-1.72E+01,9.07E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_11.wav,biophony
-2.04E+01,9.05E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_12.wav,biophony
-1.92E+01,7.97E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_13.wav,biophony
-2.58E+01,1.21E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_14.wav,biophony
-2.51E+01,3.01E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_2.wav,biophony
-1.94E+01,1.26E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_3.wav,biophony
-1.00E+01,-2.05E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_4.wav,biophony
-1.73E+01,1.34E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_5.wav,biophony
-1.77E+01,1.30E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_6.wav,biophony
-1.19E+01,-2.20E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_7.wav,biophony
-2.08E+01,9.76E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_8.wav,biophony
-2.41E+01,1.22E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA17_9.wav,biophony
-2.57E+01,1.23E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_1.wav,biophony
-2.46E+01,6.08E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_10.wav,biophony
-2.20E+01,9.00E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_11.wav,biophony
-2.60E+01,8.14E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_12.wav,biophony
-2.07E+01,7.32E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_13.wav,biophony
-2.50E+01,6.93E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_14.wav,biophony
-2.27E+01,7.06E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_2.wav,biophony
-2.61E+01,1.22E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_3.wav,biophony
-2.15E+01,1.27E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_4.wav,biophony
-1.77E+01,1.60E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_5.wav,biophony
-2.15E+01,1.12E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_6.wav,biophony
-1.96E+01,8.03E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_7.wav,biophony
-2.31E+01,8.01E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_8.wav,biophony
-2.06E+01,5.01E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA18_9.wav,biophony
-1.14E+01,-4.21E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_1.wav,biophony
-9.35E+00,-1.83E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_10.wav,biophony
-2.43E+01,1.31E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_11.wav,biophony
-9.48E+00,-1.75E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_12.wav,biophony
-1.80E+01,1.94E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_13.wav,biophony
-1.89E+01,1.87E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_14.wav,biophony
-1.17E+01,-2.72E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_2.wav,biophony
-2.59E+01,7.64E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_3.wav,biophony
-1.13E+01,-4.08E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_4.wav,biophony
-2.29E+01,3.88E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_5.wav,biophony
-9.49E+00,-1.24E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_6.wav,biophony
-1.10E+01,-4.27E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_7.wav,biophony
-2.38E+01,9.94E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_8.wav,biophony
-2.00E+01,9.71E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA19_9.wav,biophony
-1.70E+01,1.83E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_1.wav,biophony
-2.14E+01,2.86E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_10.wav,biophony
-2.45E+01,-1.15E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_11.wav,biophony
-7.72E+00,5.54E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_12.wav,biophony
-2.17E+01,3.08E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_13.wav,biophony
-1.95E+01,5.61E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_14.wav,biophony
-2.35E+01,1.92E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_2.wav,biophony
-1.96E+01,3.02E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_3.wav,biophony
3.03E+01,-1.81E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_4.wav,biophony
-2.32E+01,-2.63E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_5.wav,biophony
-1.89E+01,5.72E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_6.wav,biophony
-2.32E+01,-2.10E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_7.wav,biophony
-2.55E+01,-7.60E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_8.wav,biophony
-2.58E+01,-2.59E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA1_9.wav,biophony
-1.85E+01,1.51E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_1.wav,biophony
-1.99E+01,2.06E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_10.wav,biophony
-1.98E+01,1.83E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_11.wav,biophony
-1.90E+01,1.87E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_12.wav,biophony
-1.82E+01,2.35E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_13.wav,biophony
-1.81E+01,2.45E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_14.wav,biophony
-1.92E+01,1.91E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_2.wav,biophony
-1.78E+01,1.48E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_3.wav,biophony
-2.01E+01,1.37E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_4.wav,biophony
-2.03E+01,1.96E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_5.wav,biophony
-2.25E+01,2.85E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_6.wav,biophony
-1.80E+01,1.42E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_7.wav,biophony
-1.60E+01,1.68E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_8.wav,biophony
-1.88E+01,1.71E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA20_9.wav,biophony
-2.03E+01,2.13E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_1.wav,biophony
-1.57E+01,2.46E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_10.wav,biophony
-1.77E+01,2.83E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_11.wav,biophony
-2.06E+01,2.14E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_12.wav,biophony
-2.09E+01,2.19E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_13.wav,biophony
-2.10E+01,1.88E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_14.wav,biophony
-2.07E+01,1.80E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_2.wav,biophony
-1.70E+01,1.04E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_3.wav,biophony
-1.07E+01,-2.16E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_4.wav,biophony
-1.09E+01,-2.42E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_5.wav,biophony
-1.04E+01,-3.03E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_6.wav,biophony
-1.87E+01,3.07E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_7.wav,biophony
-1.76E+01,2.84E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_8.wav,biophony
-2.39E+01,1.64E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA21_9.wav,biophony
-1.74E+01,2.45E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_1.wav,biophony
-1.96E+01,4.87E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_10.wav,biophony
-1.26E+01,-1.91E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_11.wav,biophony
-7.94E+00,-1.09E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_12.wav,biophony
-1.26E+01,-1.92E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_13.wav,biophony
-1.74E+01,2.44E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_14.wav,biophony
-1.63E+01,1.67E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_2.wav,biophony
-1.74E+01,2.53E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_3.wav,biophony
-1.41E+01,2.51E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_4.wav,biophony
-1.77E+01,2.70E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_5.wav,biophony
-1.74E+01,2.46E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_6.wav,biophony
-1.66E+00,-1.93E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_7.wav,biophony
-2.09E+01,2.39E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_8.wav,biophony
-2.09E+01,-2.11E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA22_9.wav,biophony
1.26E+00,3.55E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_1.wav,biophony
-9.72E+00,-1.57E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_10.wav,biophony
1.52E+00,3.56E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_11.wav,biophony
-1.29E+01,2.55E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_12.wav,biophony
1.73E+01,2.52E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_13.wav,biophony
-9.05E+00,-3.84E-01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_14.wav,biophony
-8.19E+00,-6.22E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_2.wav,biophony
1.73E+01,2.48E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_3.wav,biophony
-1.03E+01,-6.81E-02,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_4.wav,biophony
2.02E+01,2.69E+01,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_5.wav,biophony
-1.63E+00,-2.05E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_6.wav,biophony
-8.32E+00,-4.33E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_7.wav,biophony
-1.95E+00,-6.05E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_8.wav,biophony
-1.80E+00,-2.63E+00,D:\PhD-data\Wambiana - Processed\biophony\audio_segment_dryA23_9.wav,biophony
